INCIDENT_NUMBER,SHOOTING_TYPE,INCIDENT_DATE,INCIDENT_YEAR,INCIDENT_LOCATION,CITY,STATE,ZIP,REPORTING_DISTRICT,GEO_LOCATION,HANDLING_UNIT_ID,HANDLING_UNIT_NAME,HIT_SHOOTING,NON_HIT_SHOOTING,ANIMAL_SHOOTING,OTHER_SHOOTING,UNINTENTIONAL_DISCHARGE,WARNING_SHOT,APPROX_LATITUDE,APPROX_LONGITUDE,ObjectId
1000507,1,2014/11/30 01:00:00+00,2014,23900 MARBELLA AVE.,CARSON,CA,90745,1624,"23900 MARBELLA AVE.
CARSON, CA 90745
(33.808013, -118.270683)",CSN,CARSON STN,1,,,,,,33.808013,-118.270683,792
1000414,1,2012/08/29 17:57:00+00,2012,21200 SOUTH FIGUEROA STREET,CARSON,CA,90745,1617,"21200 SOUTH FIGUEROA STREET
CARSON, CA 90745
(33.836654, -118.285976)",CSN,CARSON STN,1,,,,,,33.836654,-118.285976,793
1000038,3,2010/09/27 19:28:00+00,2010,14000 GARFIELD AVENUE,PARAMOUNT,CA,90723,1364,"14000 GARFIELD AVENUE
PARAMOUNT, CA 90723
(33.90751, -118.168824)",LKD,LAKEWOOD STN,,,1,,,,33.90751,-118.168824,794
1000294,2,2010/04/02 21:50:00+00,2010,800 S. MAYO STREET,COMPTON,CA,90221,2843,"800 S. MAYO STREET
COMPTON, CA 90221
(33.889609, -118.212193)",OSS,OPERATION SAFE STREETS BUREAU,,1,,,,,33.889609,-118.212193,795
1000160,3,2015/04/22 23:47:00+00,2015,4200 LOS FLORES BOULEVARD,LYNWOOD,CA,90262,2113,"4200 LOS FLORES BOULEVARD
LYNWOOD, CA 90262
(33.930086, -118.187959)",CEN,CENTURY STN,,,1,,,,33.930086,-118.187959,796
1000519,2,2015/03/20 12:44:00+00,2015,106TH STREET AND VERMONT AVENUE,LOS ANGELES,CA,90044,375,"106TH STREET AND VERMONT AVENUE
LOS ANGELES, CA 90044
(33.940006999255985, -118.29183402516512)",SLA,SOUTH LOS ANGELES STATION,,1,,,,,33.940006999255984,-118.29183402516512,797
1002151,1,2021/06/23 09:52:00+00,2021,Piuma Street / Alondra Boulevard,,CA,,455,"Piuma Street / Alondra Boulevard, CA",NWK,NORWALK REGIONAL STN,1,,,,,,,,798
1000141,3,2013/12/21 08:09:00+00,2013,2000 E. COMPTON BOULEVARD,COMPTON,CA,90220,2826,"2000 E. COMPTON BOULEVARD
COMPTON, CA 90220
(33.896023, -118.201603)",COM,COMPTON STN,,,1,,,,33.896023,-118.201603,799
1000375,2,2012/01/10 03:11:00+00,2012,HOXIE AVENUE 105 FWY ENTRANCE,NORWALK,CA,90650,453,"HOXIE AVENUE 105 FWY ENTRANCE
NORWALK, CA 90650
(33.914059, -118.102426)",NWK,NORWALK REGIONAL STN,,1,,,,,33.914059,-118.102426,800
1000433,2,2013/03/14 12:10:00+00,2013,1100 ORANGE GROVE BLVD,PASADENA,CA,91105,3199,"1100 ORANGE GROVE BLVD
PASADENA, CA 91105
(34.126946, -118.158199)",HOM,HOMICIDE BUREAU,,1,,,,,34.126946,-118.158199,801
1000148,3,2014/09/02 16:50:00+00,2014,1000 GALEMONT AVENUE,HACIENDA HEIGHTS,CA,91745,1478,"1000 GALEMONT AVENUE
HACIENDA HEIGHTS, CA 91745
(34.012168, -117.964361)",IDT,INDUSTRY STN,,,1,,,,34.012168,-117.964361,802
1000365,2,2011/11/26 23:30:00+00,2011,600 LE SEDA ROAD,LA PUENTE,CA,91744,1443,"600 LE SEDA ROAD
LA PUENTE, CA 91744
(34.007268, -117.898065)",IDT,INDUSTRY STN,,1,,,,,34.007268,-117.898065,803
1001322,1,2017/11/02 16:30:00+00,2017,2100 SHAUER STREET,WILLOWBROOK,CA,90222,2136,"2100 SHAUER STREET
WILLOWBROOK, CA 90222
(33.910983, -118.231595)",SEB,SPECIAL ENFORCEMENT BUR,1,,,,,,33.910983,-118.231595,804
1000020,3,2010/04/05 03:30:00+00,2010,1700 N. SPRING AVENUE,COMPTON,CA,90221,2021,"1700 N. SPRING AVENUE
COMPTON, CA 90221
(33.90708, -118.219167)",COM,COMPTON STN,,,1,,,,33.90708,-118.219167,805
1000531,1,2015/07/06 10:45:00+00,2015,5500 ADENMOOR AVENUE,LAKEWOOD,CA,90713,1321,"5500 ADENMOOR AVENUE
LAKEWOOD, CA 90713
(33.856293, -118.124029)",LKD,LAKEWOOD STN,1,,,,,,33.856293,-118.124029,806
1000501,1,2014/10/27 16:10:00+00,2014,14400 DOWNEY AVE,PARAMOUNT,CA,90723,1365,"14400 DOWNEY AVE
PARAMOUNT, CA 90723
(33.902299, -118.151397)",LKD,LAKEWOOD STN,1,,,,,,33.902299,-118.151397,807
1000811,1,2016/08/02 21:00:00+00,2016,31500 CASTAIC ROAD,CASTIAC,CA,91558,674,"31500 CASTAIC ROAD
CASTIAC, CA 91558
(34.490701, -118.617673)",SCV,SANTA CLARITA VALLEY STN,1,,,,,,34.490701,-118.617673,808
1000238,5,2013/12/08 15:20:00+00,2013,400 N. HICKS AVENUE,LOS ANGELES,CA,90063,275,"400 N. HICKS AVENUE
LOS ANGELES, CA 90063
(34.040821, -118.190338)",ELA,EAST LA STN,,,,,1,,34.040821,-118.190338,809
1000810,1,2016/07/28 02:30:00+00,2016,800 WEST STOCKWELL AVENUE,COMPTON,CA,90222,2812,"800 WEST STOCKWELL AVENUE
COMPTON, CA 90222
(33.90905, -118.23924)",COM,COMPTON STN,1,,,,,,33.90905,-118.23924,810
1000077,3,2012/02/16 15:05:00+00,2012,14200 BROADWAY,WHITTIER,CA,90604,492,"14200 BROADWAY
WHITTIER, CA 90604
(33.94059, -118.028424)",NWK,NORWALK REGIONAL STN,,,1,,,,33.94059,-118.028424,811
1001422,5,2018/03/14 12:45:00+00,2018,28100 NEWHALL RANCH ROAD,SANTA CLARITA,CA,91354,648,"28100 NEWHALL RANCH ROAD
SANTA CLARITA, CA 91354
(34.44322, -118.577438)",SCV,SANTA CLARITA VALLEY STN,,,,,1,,34.44322,-118.577438,812
1000589,3,2015/10/31 00:30:00+00,2015,1000 E. 149TH ST.,COMPTON,CA,90220,,"1000 E. 149TH ST.
COMPTON, CA 90220
(33.897577, -118.256562)",COM,COMPTON STN,,,1,,,,33.897577,-118.256562,813
1001621,3,2018/10/04 07:50:00+00,2018,44900 ROCK ISLAND DRIVE,LANCASTER,CA,93535,1135,"44900 ROCK ISLAND DRIVE
LANCASTER, CA 93535
(34.696865, -118.103692)",LCS,LANCASTER STN,,,1,,,,34.696865,-118.103692,814
1000067,3,2011/08/23 12:00:00+00,2011,5500 MANZANAR AVENUE,PICO RIVERA,CA,90660,1514,"5500 MANZANAR AVENUE
PICO RIVERA, CA 90660
(33.994909, -118.087825)",COP,COPS BUREAU,,,1,,,,33.994909,-118.087825,815
1000371,1,2011/12/28 16:30:00+00,2011,8800 OAK STREET,BELLFLOWER,CA,90706,1335,"8800 OAK STREET
BELLFLOWER, CA 90706
(33.884696, -118.144659)",LKD,LAKEWOOD STN,1,,,,,,33.884696,-118.144659,816
1000367,1,2011/12/01 04:50:00+00,2011,11400 PIONEER BLVD,NORWALK,CA,90650,451,"11400 PIONEER BLVD
NORWALK, CA 90650
(33.928331, -118.081753)",SEB,SPECIAL ENFORCEMENT BUR,1,,,,,,33.928331,-118.081753,817
1001652,5,2019/05/07 22:30:00+00,2019,11700 SOUTH ALAMEDA STREET,LYNWOOD,CA,90262,2110,"11700 SOUTH ALAMEDA STREET
LYNWOOD, CA 90262
(33.934566, -118.226379)",CEN,CENTURY STN,,,,,1,,33.934566,-118.226379,818
1000226,5,2013/04/12 21:30:00+00,2013,18100 S. BLOOMFIELD AVENUE,CERRITOS,CA,90703,2316,"18100 S. BLOOMFIELD AVENUE
CERRITOS, CA 90703
(33.865364, -118.063662)",CER,CERRITOS STN,,,,,1,,33.865364,-118.063662,819
1000449,1,2013/06/27 07:05:00+00,2013,6600 117TH STREET EAST,LITTLE ROCK,CA,93543,2664,"6600 117TH STREET EAST
LITTLE ROCK, CA 93543
(34.557516, -117.919886)",NAR,NARCOTICS BUREAU,1,,,,,,34.557516,-117.919886,820
1000116,3,2013/03/12 10:00:00+00,2013,13500 LAKELAND ROAD,WHITTIER,CA,90605,3615,"13500 LAKELAND ROAD
WHITTIER, CA 90605
(33.931731, -118.044182)",NARCO,NARCOTICS BUREAU,,,1,,,,33.931731,-118.044182,821
1000253,5,2014/08/27 09:55:00+00,2014,11900 SANTA FE AVENUE,LYNWOOD,CA,90262,2405,"11900 SANTA FE AVENUE
LYNWOOD, CA 90262
(33.920473, -118.218112)",COP,COPS BUREAU,,,,,1,,33.920473,-118.218112,822
1000914,1,2016/10/31 12:05:00+00,2016,9400 PENFIELD AVENUE,CHATSWORTH,CA,91311,4468,"9400 PENFIELD AVENUE
CHATSWORTH, CA 91311
(34.241272, -118.570275)",WST,COURT SERVICES WEST,1,,,,,,34.241272,-118.570275,823
1001625,1,2018/10/27 03:30:00+00,2018,10600 BURIN AVE.,LENNOX,CA,90304,381,"10600 BURIN AVE.
LENNOX, CA 90304
(33.94182, -118.352775)",SLA,SOUTH LOS ANGELES STATION,1,,,,,,33.94182,-118.352775,824
1000683,1,2016/02/11 18:42:00+00,2016,2800 LA VIDA DRIVE,LANCASTER,CA,93535,1137,"2800 LA VIDA DRIVE
LANCASTER, CA 93535
(34.682284, -118.079249)",LCS,LANCASTER STN,1,,,,,,34.682284,-118.079249,825
1002076,1,2021/02/12 18:07:00+00,2021,11500 MAPLEDALE AVE,NORWALK,CA,90650,455,"11500 MAPLEDALE AVE
NORWALK, CA 90650
(33.898515, -118.088521)",NWK,NORWALK REGIONAL STN,1,,,,,,33.898515,-118.088521,826
1000503,2,2015/02/02 08:46:00+00,2015,OAKRIVER LANE AND  OAKHURST DRIVE,NEWHALL,CA,91321,664,"OAKRIVER LANE AND OAKHURST DRIVE
NEWHALL, CA 91321
(34.37005299460936, -118.50815597679114)",SCV,SANTA CLARITA VALLEY STN,,1,,,,,34.370052994609363,-118.508155976791147,827
1000320,2,2010/10/19 23:34:00+00,2010,2900 60TH PLACE,HUNTINGTON PARK,CA,90255,250,"2900 60TH PLACE
HUNTINGTON PARK, CA 90255
(33.986252, -118.217394)",ELA,EAST LA STN,,1,,,,,33.986252,-118.217394,828
1000298,2,2010/05/10 04:42:00+00,2010,5800 LAKEWOOD BOULEVARD,LAKEWOOD,CA,90712,1322,"5800 LAKEWOOD BOULEVARD
LAKEWOOD, CA 90712
(33.860311, -118.142409)",LKD,LAKEWOOD STN,,1,,,,,33.860311,-118.142409,829
1000434,1,2013/04/10 23:58:00+00,2013,3500 58TH STREET,LOS ANGELES,CA,90270,250,"3500 58TH STREET
LOS ANGELES, CA 90270
(33.989961, -118.203349)",ELA,EAST LA STN,1,,,,,,33.989961,-118.203349,830
1001302,5,2017/10/05 05:15:00+00,2017,11200 BROADMEAD STREET,SOUTH EL MONTE,CA,91733,3605,"11200 BROADMEAD STREET
SOUTH EL MONTE, CA 91733
(34.04088, -118.03612)",NAR,NARCOTICS BUREAU,,,,,1,,34.04088,-118.03612,831
1000007,3,2012/02/28 08:45:00+00,2012,1400 ARLINGTON AVENUE,LOS ANGELES,CA,90019,5199,"1400 ARLINGTON AVENUE
LOS ANGELES, CA 90019
(34.046164, -118.317725)",IRC,INMATE RECEPTION CENTER,,,1,,,,34.046164,-118.317725,832
1000196,5,2010/12/31 11:30:00+00,2010,15800 W. PRESERVE LOOP,CHINO,CA,91708,5899,"15800 W. PRESERVE LOOP
CHINO, CA 91708
(33.965883, -117.627475)",TTCF,TWIN TOWERS CORRECTIONAL FACILITY,,,,,1,,33.965883,-117.627475,833
1001706,1,2019/05/10 14:30:00+00,2019,BANDINI BLVD EAST OF SOUTH DOWNEY ROAD,VERNON,CA,90201,3199,"BANDINI BLVD EAST OF SOUTH DOWNEY ROAD
VERNON, CA 90201
(33.998306, -118.175075)",ELA,EAST LA STN,1,,,,,,33.998306,-118.175075,834
1000075,3,2012/02/01 08:00:00+00,2012,600 SAYBROOK AVENUE,EAST LOS ANGELES,CA,90022,287,"600 SAYBROOK AVENUE
EAST LOS ANGELES, CA 90022
(34.018716, -118.1347)",ELA,EAST LA STN,,,1,,,,34.018716,-118.1347,835
1001038,3,2017/02/17 11:30:00+00,2017,800 E. LANGHORN STREET,LANCASTER,CA,93535,1100,"800 E. LANGHORN STREET
LANCASTER, CA 93535
(34.698846, -118.11566)",LCS,LANCASTER STN,,,1,,,,34.698846,-118.11566,836
